genres,title,authors,rating,reviews,description,pages
"['Fiction', 'Cultural']","South of the Border, West of the Sun","['Haruki Murakami', 'Philip Gabriel', '(Translator)']",3.88,98662,"Alternate cover edition here.Growing up in the suburbs of post-war Japan, it seemed to Hajime that everyone but him had brothers and sisters. His sole companion was Shimamoto, also an only child. Together they spent long afternoons listening to her father's record collection. But when his family moved away, the two lost touch. Now Hajime is in his thirties. After a decade",190
"['Historical', 'Historical Fiction']",The Soldier's Wife,['Margaret Leroy'],3.90,14416,"As World War II draws closer and closer to Guernsey, Vivienne de la Mare knows that there will be sacrifices to be made. Not just for herself, but for her two young daughters and for her mother-in-law, for whom she cares while her husband is away fighting. What she does not expect is that she will fall in love with one of the enigmatic German soldiers who take up residence",404
"['Fiction', 'Classics']",Go Tell It on the Mountain,['James Baldwin'],4.01,60307,"Go Tell It On The Mountain, first published in 1953, is Baldwin's first major work, a semi-autobiographical novel that has established itself as an American classic. With lyrical precision, psychological directness, resonating symbolic power, and a rage that is at once unrelenting and compassionate, Baldwin chronicles a fourteen-year-old boy's discovery of the terms of his",256
"['Fiction', 'Science Fiction']",Replay,['Ken Grimwood'],4.14,39042,"Jeff Winston was 43 and trapped in a tepid marriage and a dead-end job, waiting for that time when he could be truly happy, when he died.And when he woke and he was 18 again, with all his memories of the next 25 years intact. He could live his life again, avoiding the mistakes, making money from his knowledge of the future, seeking happiness.Until he dies at 43 and wakes u",311
"['Childrens', 'Classics']",Stuart Little,"['E.B. White', 'Garth Williams', '(Illustrator)']",3.90,116882,"E.B. White's classic novel about one small mouse on a very big adventure! Stuart Little is no ordinary mouse. Born to a family of humans, he lives in New York City with his parents, his older brother George, and Snowbell the cat. Though he's shy and thoughtful, he's also a true lover of adventure.Stuart's greatest adventure comes when his best friend, a beautiful little bi",131
"['Historical', 'Historical Fiction']",Mila 18,['Leon Uris'],4.30,24393,"It was a time of crisis, a time of tragedy and a time of transcendent courage and determination. Leon Uris's novel is set in the midst of the ghetto uprising that defied Nazi tyranny, as the Jews of Warsaw boldly met Wehrmacht tanks with homemade weapons and bare fists. Here, painted on a canvas as broad as its subject matter, is the compelling story of one of the most her",563
"['Classics', 'Plays']","The Oresteia: Agamemnon, The Libation Bearers, The Eumenides","['Aeschylus', 'Robert Fagles', '(Translator)', 'William Bedell Stanford', '(Introduction)']",3.98,38946,"Alternate cover edition can be found here, here, here, hereIn the Oresteia—the only trilogy in Greek drama which survives from antiquity—Aeschylus took as his subject the bloody chain of murder and revenge within the royal family of Argos.Moving from darkness to light, from rage to self-governance, from primitive ritual to civilized institution, their spirit of struggle an",335
"['Self Help', 'Nonfiction']",As a Man Thinketh,['James Allen'],4.25,68597,"The mind guides our footsteps as we progress along the pathway of life.Purity of mind leads inevitably to purity of life, to the precious love and understanding that should control our everyday acts and attitudes towards friends and foes.But where must one look for guidance? How does one achieve purity of mind that alone brings happiness and confidence?The author offers hi",80
"['Fiction', 'Classics']",Brighton Rock,"['Graham Greene', 'J.M. Coetzee', '(Introduction)']",3.69,34250,"ISBN 9780099478478 moved to this edition.A gang war is raging through the dark underworld of Brighton. Seventeen-year-old Pinkie, malign and ruthless, has killed a man. Believing he can escape retribution, he is unprepared for the courageous, life-embracing Ida Arnold. Greene's gripping thriller, exposes a world of loneliness and fear, of life lived on the 'dangerous edge",269
"['Classics', 'Childrens']",The Trumpet of the Swan,"['E.B. White', 'Fred Marcellino', '(Illustrator)']",4.08,73006,"Generations have grown up with E. B. White's classic novels. One of his best-loved books, The Trumpet of the Swan, about a cygnet who finds his voice, is now a full-length animated film from Sony. Now younger readers can experience the joy of reading about Louie the trumpeter swan and his friends in these adorable readers with original full-color illustrations.Louie is ver",252
"['Fantasy', 'Dungeons and Dragons']",The Dark Elf Trilogy Collector's Edition,['R.A. Salvatore'],4.34,26874,"Three-book set: The Dark Elf Trilogy--Homeland, Exile, and Sojourn.",808
"['Fiction', 'Classics']",Crossing to Safety,"['Wallace Stegner', 'Terry Tempest Williams', '(Introduction)', 'T.H. Watkins', '(Afterword)']",4.16,40750,"﻿Called a ""magnificently crafted story . . . brimming with wisdom"" by Howard Frank Mosher in The Washington Post Book World, Crossing to Safety has, since its publication in 1987, established itself as one of the greatest and most cherished American novels of the twentieth century. Tracing the lives, loves, and aspirations of two couples who move between Vermont and Wiscon",368
"['Historical', 'Historical Fiction']",The Shelters of Stone,['Jean M. Auel'],3.84,45260,"Los Refugios de Piedra comienza cuando Ayla y Jondalar terminan su épico viaje a través de Europa en compañía de sus amigos, los animales Lobo, Relinchona y Corredor, y son bienvenidos por los zelandones, la gente del pueblo de Jondalar. Ayla se siente fascinada por la gente de la Novena Cueva de los zelandones. Y en Zelandoni, la líder espiritual de la Novena Cueva, y qui",891
"['Classics', 'Fiction']",White Nights,['Fyodor Dostoevsky'],4.01,66674,"White Nights is a short story by Fyodor Dostoevsky that was published in 1848. Set in St. Petersburg, it is the story of a young man fighting his inner restlessness. A light and tender narrative, it delves into the torment and guilt of unrequited love. Both protagonists suffer from a deep sense of alienation that initially brings them together. A blend of romanticism and r",82
"['Historical', 'Historical Fiction']",Cane River,['Lalita Tademy'],4.07,47076,"A New York Times bestseller and Oprah's Book Club Pick-the unique and deeply moving saga of four generations of African-American women whose journey from slavery to freedom begins on a Creole plantation in Louisiana.Beginning with her great-great-great-great grandmother, a slave owned by a Creole family, Lalita Tademy chronicles four generations of strong, determined black",522
"['Mystery', 'Young Adult']",The Inheritance Games,['Jennifer Lynn Barnes'],4.23,80753,"A Cinderella story with deadly stakes and thrilling twists. Avery Grambs has a plan for a better future: survive high school, win a scholarship, and get out. But her fortunes change in an instant when billionaire Tobias Hawthorne dies and leaves Avery virtually his entire fortune. The catch? Avery has no idea why--or even who Tobias Hawthorne is. To receive her inheritance",384
"['Romance', 'Fiction']",True Believer,['Nicholas Sparks'],3.81,81164,"Jeremy Marsh is the ultimate New Yorker: handsome, almost always dressed in black, and part of the media elite. An expert on debunking the supernatural with a regular column in Scientific American, he's just made his first appearance on national TV. When he receives a letter from the tiny town of Boone Creek, North Carolina, about ghostly lights that appear in a legend-shr",465
"['Fantasy', 'Paranormal']",Prince of Wolves,['Quinn Loftis'],4.02,38996,"Jacque Pierce was just an ordinary 17-year-old girl getting ready to start her senior year in high school in Coldspring, Texas. When a mysterious foreign exchange student from Romania moves in across the street, Jacque and her two best friends, Sally and Jen, don't realize the last two weeks of their summer are going to get a lot more interesting. From the moment Jacque se",230
"['Fiction', 'Cultural']",Almost Transparent Blue,"['Ryū Murakami', 'Nancy Andrew', '(Translator)']",3.27,9897,"Almost Transparent Blue is a brutal tale of lost youth in a Japanese port town close to an American military base. Murakami's image-intensive narrative paints a portrait of a group of friends locked in a destructive cycle of sex, drugs and rock'n'roll. The novel is all but plotless, but the raw and often violent prose takes us on a rollercoaster ride through reality and ha",126
"['Young Adult', 'Fantasy']",Spell Bound,"['Rachel Hawkins', 'R. Khokins']",4.05,60747,"Hailed as “impossible to put down,” the Hex Hall series has both critics and teens cheering. With a winning combination of romance, action, magic and humor, this third volume will leave readers enchanted.Just as Sophie Mercer has come to accept her extraordinary magical powers as a demon, the Prodigium Council strips them away. Now Sophie is defenseless, alone, and at the",327
"['Fantasy', 'Young Adult']",Trickster's Queen,['Tamora Pierce'],4.23,61433,"Aly’s adventure continues…. No longer a slave, Alanna’s daughter is now spying as part of an underground rebellion against the colonial rulers of the Copper Isles. The people in the rebellion believe that a prophecy in which a new queen will rise up to take the throne is about to be realized. Aly is busy keeping the potential teenage queen and her younger siblings safe, wh",496
"['Fantasy', 'Young Adult']",Tiger's Quest,['Colleen Houck'],4.31,37630,"Back in Oregon, Kelsey tries to pick up the pieces of her life and push aside her feelings for Ren. Kelsey Hayes's eighteenth summer was crazy. The kind of crazy nobody would ever believe. Aside From battling immortal sea monkeys and trekking the jungles of India, she fell in love with Ren, a 300-year-old prince.When danger suddenly forces Kelsey on another Indian quest, w",479
"['Fantasy', 'LGBT']",Kings Rising,['C.S. Pacat'],4.43,42920,"Damianos of Akielos has returned.His identity now revealed, Damen must face his master Prince Laurent as Damianos of Akielos, the man Laurent has sworn to kill.On the brink of a momentous battle, the future of both their countries hangs in the balance. In the south, Kastor's forces are massing. In the north, the Regent's armies are mobilising for war. Damen's only hope of",385
"['Science Fiction', 'Fiction']",Dune Messiah,['Frank Herbert'],3.89,168362,"Book Two in the Magnificent Dune Chronicles--the Bestselling Science Fiction Adventure of All TimeDune Messiah continues the story of Paul Atreides, better known--and feared--as the man christened Muad'Dib. As Emperor of the Known Universe, he possesses more power than a single man was ever meant to wield. Worshipped as a religious icon by the fanatical Fremens, Paul faces",337
"['Fiction', 'Classics']","God Bless You, Mr. Rosewater",['Kurt Vonnegut Jr.'],3.93,64205,"Second only to Slaughterhouse-Five of Vonnegut's canon in its prominence and influence, God Bless You, Mr. Rosewater (1965) presents Eliot Rosewater, an itinerant, semi-crazed millionaire wandering the country in search of heritage and philanthropic outcome, introducing the science fiction writer Kilgore Trout to the world and Vonnegut to the collegiate audience which woul",290
"['Fantasy', 'Dungeons and Dragons']",Dragons of Autumn Twilight,"['Margaret Weis', 'Tracy Hickman']",3.98,114261,"Lifelong friends, they went their separate ways. Now they are together again, though each holds secrets from the others in his heart. They speak of a world shadowed with rumors of war. They speak of tales of strange monsters, creatures of myth, creatures of legend. They do not speak of their secrets. Not then. Not until a chance encounter with a beautiful, sorrowful woman,",444
"['Fiction', 'Young Adult']",The Ersatz Elevator,"['Lemony Snicket', 'Brett Helquist', '(Illustrator)']",4.03,131817,"Dear Reader,
If you have just picked up this book, then it is not too late to put it back down. Like the previous books in A SERIES OF UNFORTUNATE EVENTS, there is nothing to be found in these pages but misery, despair, and discomfort, and you still have time to choose something else to read.Within the chapters of this story, Violet, Klaus and Sunny Baudelaire encounter",259
"['Young Adult', 'Romance']",The Statistical Probability of Love at First Sight,['Jennifer E. Smith'],3.77,115828,"Who would have guessed that four minutes could change everything?Today should be one of the worst days of seventeen-year-old Hadley Sullivan's life. Having missed her flight, she's stuck at JFK airport and late to her father's second wedding, which is taking place in London and involves a soon-to-be stepmother Hadley's never even met. Then she meets the perfect boy in the",236
"['Science Fiction', 'Fiction']",The Player of Games,['Iain M. Banks'],4.26,64850,"The Culture - a humanoid/machine symbiotic society - has thrown up many great Game Players. One of the best is Jernau Morat Gurgeh, Player of Games, master of every board, computer and strategy. Bored with success, Gurgeh travels to the Empire of Azad, cruel & incredibly wealthy, to try their fabulous game, a game so complex, so like life itself, that the winner becomes em",293
"['Fiction', 'Fantasy']",The Fires of Heaven,['Robert Jordan'],4.16,153883,"The fifth book in Robert Jordan's internationally bestselling epic fantasy series, THE WHEEL OF TIME, now reissued with a stunning new cover design. The bonds and wards that hold the Great Lord of the Dark are slowly failing, but still his fragile prison holds. The Forsaken, immortal servants of the shadow, weave their snares and tighten their grip upon the realms of men,",912
"['Fantasy', 'Young Adult']",Dorothy Must Die,['Danielle  Paige'],3.81,76293,"I didn't ask for any of this. I didn't ask to be some kind of hero.But when your whole life gets swept up by a tornado—taking you with it—you have no choice but to go along, you know?Sure, I've read the books. I've seen the movies. I know the song about the rainbow and the happy little bluebirds. But I never expected Oz to look like this. To be a place where Good Witches c",452
"['Nonfiction', 'Business']",Be More Pirate: Or How to Take On the World and Win,['Sam Conniff'],3.90,1412,"""Magnificent, one of the sharpest thinkers on the planet"" Forbes""Fun, easy to digest ideas that are especially applicable to start-ups with youth, vision and a big focus on ethics. Business Book of the Month"" Financial Times""A Modern Life Bible"" Shortlist MagazineA model for how to break the system and create radical change"" The London Evening Standard- - - - Mischief, Pur",290
"['Fiction', 'Thriller']",Mr. Mercedes,['Stephen King'],3.96,272052,"In the predawn hours, in a distressed American city, hundreds of unemployed men and women line up for the opening of a job fair. They are tired and cold and desperate. Emerging from the fog, invisible until it is too late, a lone driver plows through the crowd in a stolen Mercedes, running over the innocent, backing up, and charging again. Eight people are killed; fifteen",437
"['Historical', 'Historical Fiction']",London,['Edward Rutherfurd'],4.06,29294,"Here is Edward Rutherfurd's classic novel of London, a glorious pageant spanning 2,000 years. He brings this vibrant city's long and noble history alive through the ever-shifting fortunes, fates, and intrigues of half-a-dozen families, from the age of Julius Caesar to the 20th century. Generation after generation, these families embody the passion, struggle, wealth, and ve",1152
"['Fantasy', 'Young Adult']",Nation,['Terry Pratchett'],4.09,33063,"Alone on a desert island — everything and everyone he knows and loves has been washed away in a storm — Mau is the last surviving member of his nation. He’s completely alone — or so he thinks until he finds the ghost girl. She has no toes, wears strange lacy trousers like the grandfather bird, and gives him a stick that can make fire.Daphne, sole survivor of the wreck of t",367
"['Science Fiction', 'Fiction']",Perelandra,['C.S. Lewis'],3.97,46489,"The second book in C. S. Lewis's acclaimed Space Trilogy, which also includes Out of the Silent Planet and That Hideous Strength, Perelandra continues the adventures of the extraordinary Dr. Ransom. Pitted against the most destructive of human weaknesses, temptation, the great man must battle evil on a new planet  Perelandra  when it is invaded by a dark force. Will Pere",288
"['Fiction', 'Cultural']",A Tale for the Time Being,['Ruth Ozeki'],4.00,96681,"In Tokyo, sixteen-year-old Nao has decided there’s only one escape from her aching loneliness and her classmates’ bullying, but before she ends it all, Nao plans to document the life of her great-grandmother, a Buddhist nun who’s lived more than a century. A diary is Nao’s only solace—and will touch lives in a ways she can scarcely imagine.Across the Pacific, we meet Ruth,",432
"['History', 'Military History']",The Civil War: A Narrative,['Shelby Foote'],4.54,7493,"Foote's comprehensive history of the Civil War includes three compelling volumes: Fort Sumter to Perryville, Fredericksburg to Meridian, and Red River to Appomattox. Collected together in a handsome boxed set, this is the perfect gift for any Civil War buff.Fort Sumter to Perryville""Here, for a certainty, is one of the great historical narratives of our century, a unique a",2934
"['Science Fiction', 'Fiction']",Roadside Picnic,"['Arkady Strugatsky', 'Boris Strugatsky', 'Theodore Sturgeon', '(Introduction)', 'Antonina W. Bouis', '(Translator)']",4.16,50818,"Red Schuhart is a stalker, one of those young rebels who are compelled, in spite of extreme danger, to venture illegally into the Zone to collect the mysterious artifacts that the alien visitors left scattered around. His life is dominated by the place and the thriving black market in the alien products. But when he and his friend Kirill go into the Zone together to pick u",145
"['Classics', 'Fiction']",The Forsyte Saga,['John Galsworthy'],4.17,18837,"John Galsworthy, a Nobel Prize-winning author, chronicles the ebbing social power of the commercial upper-middle-class Forsyte family through three generations, beginning in Victorian London during the 1880s and ending in the early 1920s.",872
"['Fantasy', 'Young Adult']",Falling Kingdoms,"['Morgan Rhodes', 'Michelle Rowen']",3.78,59561,"In the three kingdoms of Mytica, magic has long been forgotten. And while hard-won peace has reigned for centuries, a deadly unrest now simmers below the surface.As the rulers of each kingdom grapple for power, the lives of their subjects are brutally transformed... and four key players, royals and rebels alike, find their fates forever intertwined. Cleo, Jonas, Lucia, and",412
"['Fantasy', 'Paranormal']",Night Pleasures,['Sherrilyn Kenyon'],4.18,77099,"See how it all began…Have you ever wanted to know what it’s like to be immortal? To journey through the night stalking the evil that preys on humans? To have unlimited wealth, unlimited power?That is my existence, and it is dark and dangerous. I play hero to thousands, but am known to none. And I love every minute of it.Or so I thought until one night when I woke up handcu",309
"['Fiction', 'Young Adult']",The Austere Academy,"['Lemony Snicket', 'Brett Helquist', '(Illustrator)']",3.98,146102,"Dear Reader, If you are looking for a story about cheerful youngsters spending a jolly time at boarding school, look elsewhere. Violet, Klaus, and Sunny Baudelaire are intelligent and resourceful children, and you might expect that they would do very well at school. Don't. For the Baudelaires, school turns out to be another miserable episode in their unlucky lives. Truth b",221
"['Nonfiction', 'Self Help']",The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,['Mark Manson'],3.92,697316,"Alternate cover edition of ISBN 9780062457738In this generation-defining self-help guide, a superstar blogger cuts through the crap to show us how to stop trying to be ""positive"" all the time so that we can truly become better, happier people.For decades, we’ve been told that positive thinking is the key to a happy, rich life. ""F**k positivity,"" Mark Manson says. ""Let’s be",224
"['Horror', 'Fiction']",Heart-Shaped Box,['Joe Hill'],3.84,117599,"Aging, self-absorbed rock star Judas Coyne has a thing for the macabre -- his collection includes sketches from infamous serial killer John Wayne Gacy, a trepanned skull from the 16th century, a used hangman's noose, Aleister Crowley's childhood chessboard, etc. -- so when his assistant tells him about a ghost for sale on an online auction site, he immediately puts in a bi",376
"['Horror', 'Fiction']",Firestarter,['Stephen King'],3.89,203839,"This a previously-published edition of ISBN 0451167805.The Department of Scientific Intelligence (aka ""The Shop"") never anticipated that two participants in their research program would marry and have a child. Charlie McGee inherited pyrokinetic powers from her parents, who had been given a low-grade hallucinogen called ""Lot Six"" while at college. Now the government is try",403
"['Classics', 'Fiction']",Death in Venice,"['Thomas Mann', 'Michael Cunningham', '(Introduction)', 'Michael Henry Heim', '(Translator)']",3.73,42547,"The world-famous masterpiece by Nobel laureate Thomas Mann -- here in a new translation by Michael Henry Heim.Published on the eve of World War I, a decade after Buddenbrooks had established Thomas Mann as a literary celebrity, Death in Venice tells the story of Gustav von Aschenbach, a successful but aging writer who follows his wanderlust to Venice in search of spiritual",160
"['Classics', 'Fiction']","The History of Tom Jones, a Foundling","['Henry Fielding', 'Thomas Keymer', '(Editor)', 'Alice Wakely', '(Editor)']",3.75,31880,"A foundling of mysterious parentage brought up by Mr. Allworthy on his country estate, Tom Jones is deeply in love with the seemingly unattainable Sophia Western, the beautiful daughter of the neighboring squire—though he sometimes succumbs to the charms of the local girls. When Tom is banished to make his own fortune and Sophia follows him to London to escape an arranged",1024
"['Historical', 'Historical Fiction']",Hotel on the Corner of Bitter and Sweet,['Jamie Ford'],4.01,280133,"In 1986, Henry Lee joins a crowd outside the Panama Hotel, once the gateway to Seattle's Japantown. It has been boarded up for decades, but now the new owner has discovered the belongings of Japanese families who were sent to internment camps during World War II. As the owner displays and unfurls a Japanese parasol, Henry, a Chinese American, remembers a young Japanese Ame",290
"['Poetry', 'Classics']",The Love Song of J. Alfred Prufrock and Other Poems,['T.S. Eliot'],4.32,19500,"Let us go then, you and I, When the evening is spread out against the sky Like a patient etherized upon a table; Let us go, through certain half-deserted streets, The muttering retreats Of restless nights in one-night cheap hotels.",44
"['Fantasy', 'Fiction']",Across the Nightingale Floor,['Lian Hearn'],4.06,37652,"In his black-walled fortress at Inuyama, the warlord Iida Sadamu surveys his famous nightingale floor. Constructed with exquisite skill, it sings at the tread of each human foot. No assassin can cross it unheard.The youth Takeo has been brought up in a remote mountain village among the Hidden, a reclusive and spiritual people who have taught him only the ways of peace. But",305
"['Fantasy', 'Urban Fantasy']","The Good, the Bad, and the Undead",['Kim Harrison'],4.23,64732,"Rachel Morgan, sexy witch, independent bounty hunter, prowls the downtown Cincinnati for criminal creatures of the night. She can handle leather-clad vamps and a cunning demon or two. But a serial killer who feeds on the experts in the most dangerous kind of black magic is an ancient, implacable evil that threatens her very soul.",453
"['Classics', 'Fiction']",Bartleby the Scrivener,['Herman Melville'],3.93,50893,"Academics hail it as the beginning of modernism, but to readers around the world—even those daunted by Moby-Dick—Bartleby the Scrivener is simply one of the most absorbing and moving novellas ever. Set in the mid-19th century on New York City's Wall Street, it was also, perhaps, Herman Melville's most prescient story: what if a young man caught up in the rat race of commer",64
"['Fantasy', 'Historical']",The Golem and the Jinni,['Helene Wecker'],4.08,116439,"Chava is a golem, a creature made of clay, brought to life by a disgraced rabbi who dabbles in dark Kabbalistic magic, created to be the wife of a man who dies at sea on the voyage from Poland. Chava is unmoored and adrift as the ship arrives in New York harbor in 1899. Ahmad is a jinni, a being of fire born in the ancient Syrian desert, trapped in an old copper flask, and",486
"['Fiction', 'Cultural']",Novel with Cocaine,"['M. Ageyev', 'Michael Henry Heim', '(Translator)']",3.58,3841,"A Dostoevskian psychological novel of ideas, Novel with Cocaine explores the interaction between psychology, philosophy, and ideology in its frank portrayal of an adolescent's cocaine addiction. The story relates the formative experiences of Vadim at school and with women before he turns to drug abuse and the philosophical reflections to which it gives rise. Although Ageye",204
"['Romance', 'Fiction']",The Best of Me,['Nicholas Sparks'],3.95,153319,"In the spring of 1984, high school students Amanda Collier and Dawson Cole fell deeply, irrevocably in love. But as the summer of their senior year came to a close, unforeseen events would tear the young couple apart, setting them on radically divergent paths.Now, twenty-five years later, Amanda and Dawson are summoned back to Oriental for the funeral of Tuck Hostetler, th",292
"['Spirituality', 'Biography']",Autobiography of a Yogi,['Paramahansa Yogananda'],4.18,56969,"This acclaimed autobiography presents a fascinating portrait of one of the great spiritual figures of our time. With engaging candor, eloquence, and wit, Paramahansa Yogananda narrates the inspiring chronicle of his life: the experiences of his remarkable childhood, encounters with many saints and sages during his youthful search throughout India for an illumined teacher,",448
"['Fiction', 'Classics']",The Man Who Was Thursday: A Nightmare,"['G.K. Chesterton', 'Jonathan Lethem', '(Introduction)', 'José Laurênio de Mello']",3.81,37485,"G. K. Chesterton's surreal masterpiece is a psychological thriller that centers on seven anarchists in turn-of-the-century London who call themselves by the names of the days of the week. Chesterton explores the meanings of their disguised identities in what is a fascinating mystery and, ultimately, a spellbinding allegory.As Jonathan Lethem remarks in his Introduction, Th",182
"['Fantasy', 'Young Adult']",Peter and the Starcatchers,"['Dave Barry', 'Ridley Pearson', 'Greg Call', '(Illustrations)']",4.03,74359,"In an evocative and fast-paced adventure on the high seas and on a faraway island, an orphan boy named Peter and his mysterious new friend, Molly, overcome bands of pirates and thieves in their quest to keep a fantastical secret safe and save the world from evil. Best-selling authors Dave Barry and Ridley Pearson have turned back the clock to reveal the wonderful story tha",452
"['Fiction', 'Classics']",Chess Story,"['Stefan Zweig', 'Peter Gay', '(Introduction)', 'Joel Rotenberg', '(Translator)']",4.27,87583,"Chess Story, also known as The Royal Game, is the Austrian master Stefan Zweig's final achievement, completed in Brazilian exile and sent off to his American publisher only days before his suicide in 1942. It is the only story in which Zweig looks at Nazism, and he does so with characteristic emphasis on the psychological.Travelers by ship from New York to Buenos Aires fin",104
"['Fantasy', 'Young Adult']",Magyk,"['Angie Sage', 'Mark Zug', '(Illustrator)']",3.83,119201,"The first part of an enthralling new series leads readers on a fantastic journey filled with quirky characters, clever charms, potions and spells. Ages 9+.The 7th son of the 7th son, aptly named Septimus Heap, is stolen the night he is born by a midwife who pronounces him dead. That same night, the baby's father, Silas Heap, comes across a bundle in the snow containing a n",564
"['Fiction', 'Classics']","Look Homeward, Angel",['Thomas Wolfe'],3.92,13411,"Look Homeward, Angel: A Story of the Buried Life is a 1929 novel by Thomas Wolfe. It is Wolfe's first novel, and is considered a highly autobiographical American Bildungsroman. The character of Eugene Gant is generally believed to be a depiction of Wolfe himself. The novel covers the span of time from Gant's birth to the age of 19. The setting is the fictional town and sta",544
"['Mystery', 'Thriller']",The Woods,['Harlan Coben'],4.02,91938,"Twenty years ago at summer camp, Paul Copeland's sister died in the woods, the alleged victim of a serial killer. Her body was never found. Now, Paul is the prosecutor for Essex County, New Jersey, immersed in one of the biggest cases of his career-a case that will change everything he believes about the past...and the truth.",404
"['Fiction', 'Contemporary']",Filth,['Irvine Welsh'],3.76,30552,"With the Christmas season upon him, Detective Sergeant Bruce Robertson of Edinburgh's finest is gearing up socially—kicking things off with a week of sex and drugs in Amsterdam.There are some sizable flies in the ointment, though: a missing wife and child, a nagging cocaine habit, some painful below-the-belt eczema, and a string of demanding extramarital affairs. The last",393
"['Fantasy', 'Historical']",The Lions of Al-Rassan,['Guy Gavriel Kay'],4.29,20164,"The ruling Asharites of Al-Rassan have come from the desert sands, but over centuries, seduced by the sensuous pleasures of their new land, their stern piety has eroded. The Asharite empire has splintered into decadent city-states led by warring petty kings. King Almalik of Cartada is on the ascendancy, aided always by his friend and advisor, the notorious Ammar ibn Khaira",528
"['Historical', 'Historical Fiction']",Kristin Lavransdatter,"['Sigrid Undset', 'Tiina Nunnally', '(Translator)', 'Brad Leithauser', '(Introduction)']",4.29,9866,"In her great historical epic Kristin Lavransdatter, set in fourteenth-century Norway, Nobel laureate Sigrid Undset tells the life story of one passionate and headstrong woman. Painting a richly detailed backdrop, Undset immerses readers in the day-to-day life, social conventions, and political and religious undercurrents of the period. Now in one volume, Tiina Nunnally's a",1144
"['Classics', 'Fiction']",Washington Square,"['Henry James', 'Michael Cunningham', '(Afterword)', 'Radu Surdulescu', '(Translator)']",3.70,19766,"The plot of Washington Square has the simplicity of old-fashioned melodrama: a plain-looking, good-hearted young woman, the only child of a rich widower, is pursued by a charming but unscrupulous man who seeks the wealth she will presumably inherit. On this premise, Henry James constructed one of his most memorable novels, a story in which love is answered with betrayal an",240
"['Romance', 'New Adult']",Never Too Far,['Abbi Glines'],4.18,117903,"He had held a secret that destroyed her world. Everything she had known was no longer true. Blaire couldn’t stop loving him but she knew she could never forgive him. Now, she was back home and learning to live again. Moving on with life… until something happened to send her world spinning once again. What do you do when the one person you can never trust again is the one t",193
"['Horror', 'Fiction']",John Dies at the End,"['David  Wong', 'Jason Pargin']",3.88,65226,"STOP. You should not have touched this flyer with your bare hands. NO, don't put it down. It's too late. They're watching you. My name is David Wong. My best friend is John. Those names are fake. You might want to change yours. You may not want to know about the things you'll read on these pages, about the sauce, about Korrok, about the invasion, and the future. But it's t",362
"['Fantasy', 'Young Adult']",Wildwood Dancing,['Juliet Marillier'],4.10,27872,"High in the Transylvanian woods, at the castle Piscul Draculi, live five daughters and their doting father. It's an idyllic life for Jena, the second eldest, who spends her time exploring the mysterious forest with her constant companion, a most unusual frog. But best by far is the castle's hidden portal, known only to the sisters. Every Full Moon, they alone can pass thro",407
"['Fiction', 'Young Adult']",My Side of the Mountain,['Jean Craighead George'],4.06,68747,"Every kid thinks about running away at one point or another; few get farther than the end of the block. Young Sam Gribley gets to the end of the block and keeps going--all the way to the Catskill Mountains of upstate New York. There he sets up house in a huge hollowed-out tree, with a falcon and a weasel for companions and his wits as his tool for survival. In a spellbindi",192
"['Contemporary', 'Young Adult']",Radio Silence,['Alice Oseman'],4.16,50984,"This is a previously-published edition of ISBN 9780007559244 What if everything you set yourself up to be was wrong?Frances has been a study machine with one goal. Nothing will stand in her way; not friends, not a guilty secret – not even the person she is on the inside. Then Frances meets Aled, and for the first time she's unafraid to be herself.So when the fragile trust",403
"['Fantasy', 'LGBT']",The Priory of the Orange Tree,['Samantha Shannon'],4.22,72729,"A world divided. A queendom without an heir. An ancient enemy awakens.The House of Berethnet has ruled Inys for a thousand years. Still unwed, Queen Sabran the Ninth must conceive a daughter to protect her realm from destruction – but assassins are getting closer to her door. Ead Duryan is an outsider at court. Though she has risen to the position of lady-in-waiting, she i",848
"['Fiction', 'Fantasy']",Death with Interruptions,"['José Saramago', 'Margaret Jull Costa', '(Translator)', 'Paul Boehmer', '(Reading)']",3.95,47700,"Nobel Prize-winner Jose Saramago's brilliant new novel poses the question what happens when the grim reaper decides there will be no more death? On the first day of the new year, no one dies. This, of course, causes consternation among politicians, religious leaders, morticians, and doctors. Among the general public, on the other hand, there is initially mass celebration.",238
"['Womens Fiction', 'Chick Lit']",Twenties Girl,['Sophie Kinsella'],3.84,157513,"Lara Lington has always had an overactive imagination, but suddenly that imagination seems to be in overdrive. Normal professional twenty-something young women don’t get visited by ghosts. Or do they?When the spirit of Lara’s great-aunt Sadie—a feisty, demanding girl with firm ideas about fashion, love, and the right way to dance—mysteriously appears, she has one request:",435
"['Fantasy', 'Fiction']",The Black Prism,['Brent Weeks'],4.21,112436,"Guile is the Prism, the most powerful man in the world. He is high priest and emperor, a man whose power, wit, and charm are all that preserves a tenuous peace. Yet Prisms never last, and Guile knows exactly how long he has left to live.When Guile discovers he has a son, born in a far kingdom after the war that put him in power, he must decide how much he's willing to pay",629
