genres,title,authors,rating,reviews,pages,Key_words
"['fantasy', 'urbanfantasy']",The Killing Dance,['laurellk.hamilton'],4.11,71408,368,"['dating', 'vampire', 'werewolf', 'easy', 'complicate', 'anita', 'already', 'messy', 'life', 'someone', 'put', 'price', 'head', 'love', 'cannot', 'save', 'time', 'turn', 'edward', 'hitman', 'extraordinaire', 'help', 'finding', 'person', 'behind', 'threat', 'hunter', 'zombie', 'reanimator', 'made', 'lot', 'enemy']"
"['fantasy', 'fiction']",Red Seas Under Red Skies,['scottlynch'],4.22,125644,578,"['librarian', 'note', 'older', 'cover', 'edition', 'found', '31', 'jul', '2007', 'brutal', 'battle', 'underworld', 'nearly', 'destroyed', 'locke', 'lamora', 'trusted', 'sidekick', 'jean', 'fled', 'island', 'city', 'birth', 'landed', 'exotic', 'shore', 'tal', 'verrar', 'nurse', 'wound', 'even', 'westernmost', 'edge', 'civilization', 'rest', 'long', '--']"
"['fantasy', 'fiction']",Blood of Elves,"['andrzejsapkowski', 'danusiastok', '(translator)']",4.09,138197,398,"['new', 'york', 'time', 'bestselling', 'series', 'inspired', 'international', 'hit', 'video', 'game', 'witcher', 'century', 'human', 'dwarf', 'gnome', 'elf', 'lived', 'together', 'relative', 'peace', 'changed', 'uneasy', 'race', 'fighting', 'good', 'elf', 'seems', 'dead', 'geralt', 'rivia', 'cunning', 'assassin', 'known']"
"['historical', 'historicalfiction']",The Known World,['edwardp.jones'],3.79,42390,388,"['one', 'acclaimed', 'novel', 'recent', 'memory', 'known', 'world', 'daring', 'ambitious', 'work', 'pulitzer', 'prize', 'winner', 'edward', 'p', 'jones', 'tell', 'story', 'henry', 'townsend', 'black', 'farmer', 'former', 'slave', 'fall', 'tutelage', 'william', 'robbins', 'powerful', 'man', 'manchester', 'county', 'virginia', 'making', 'certain', 'never', 'circumvents', 'law', 'town']"
"['youngadult', 'sciencefiction']",Enclave,['annaguirre'],3.9,71148,259,"['new', 'york', 'city', 'decimated', 'war', 'plague', 'civilization', 'migrated', 'underground', 'enclave', 'life', 'expectancy', 'early', '20', 'deuce', 'turn', '15', 'take', 'role', 'huntress', 'paired', 'fade', 'teenage', 'hunter', 'lived', 'topside', 'young', 'boy', 'discover', 'neighboring', 'enclave', 'decimat']"
"['historical', 'historicalfiction']",Orphan Train,['christinabakerkline'],4.18,401803,278,"['alternate', 'cover', 'edition', 'isbn', '9780061950728', 'found', 'author', 'bird', 'hand', 'way', 'life', 'delivers', 'ambitious', 'powerful', 'novel', 'date', 'captivating', 'story', 'two', 'different', 'woman', 'build', 'unexpected', 'friendship', '91', 'year', 'old', 'woman', 'hidden', 'past', 'orphan', 'train', 'rider', 'teenage', 'girl', 'whose', 'troubled', 'adolesce']"
"['fiction', 'mystery']",The Grifters,['jimthompson'],3.86,13929,224,"['friend', 'coworkers', 'even', 'mistress', 'moira', 'roy', 'dillon', 'honest', 'hardworking', 'salesman', 'life', 'cheap', 'hotel', 'within', 'pay', 'bracket', 'go', 'work', 'every', 'day', 'hundred', 'associate', 'could', 'attest', 'good', 'character', 'yet', 'hidden', 'behind', 'three', 'gaudy', 'clown', 'painting', 'pallid', 'room', 'sits', 'fifty', 'two', 'thousand']"
"['nonfiction', 'crime']",Columbine,['davecullen'],4.26,80503,417,"['tragedy', 'keep', 'coming', 'reel', 'latest', 'horror', 'begin', 'new', 'epilogue', 'illustrating', 'columbine', 'became', 'template', 'nearly', 'two', 'decade', 'spectacle', 'murder', '.""', 'false', 'script', 'seized', 'upon', 'generation', 'killer', 'wake', 'newtown', 'aurora', 'virginia', 'tech', 'imperative', 'understand', 'crime', 'sparked', 'plague', 'grow']"
"['womensfiction', 'chicklit']",If You Could See Me Now,['ceceliaahern'],3.86,39631,306,"['bestselling', 'author', 'p', 'love', 'rosie', 'cecelia', 'ahern', 'come', 'enchanting', 'novel', 'lead', 'wonder', 'seeing', 'believing', 'reader', 'critic', 'alike', 'adore', 'lighthearted', 'yet', 'insightful', 'story', 'modern', 'woman', 'often', 'unusual', 'situation', 'could', 'see', 'take', 'theme', 'step', 'offering']"
"['fantasy', 'childrens']",Fruzzle's Mystery Talent: A Bed Time Fantasy Story for Children ages 3-10,"['karen(kara)brueggeman', 'brianapaddock', 'bryanbrueggeman', '(illustrator)']",4.38,69,48,"['fruzzles', 'sure', 'look', 'different', 'u', 'deep', 'lot', 'common', 'see', 'others', 'great', 'talent', 'wonder', 'everyone', 'special', 'talent', 'discover', 'meet', 'brown', 'fruzzle', 'follow', 'along', 'wizard', 'help', 'explore', 'many', 'help', 'figure', 'h']"
"['fantasy', 'fiction']",The Truth,"['stephenbriggs', '(adaptation)', 'terrypratchett']",4.19,53632,336,"['murder', 'allegedly', 'william', 'de', 'worde', 'discworld', 'first', 'investigative', 'journalist', 'mean', 'accident', 'fill', 'page', 'report', 'local', 'club', 'meeting', 'picture', 'humorously', 'shaped', 'vegetable', 'dark', 'force', 'high', 'ankh', 'morpork', 'society', 'plotting', 'overthrow', 'city', 'ruler', 'lord', 'vetinari']"
"['youngadult', 'romance']",Dash & Lily's Book of Dares,"['rachelcohn', 'davidlevithan']",3.77,88471,260,"['“', '’', 'left', 'clue', 'want', 'turn', 'page', 'put', 'book', 'back', 'shelf', 'please', '.”', 'begin', 'latest', 'whirlwind', 'romance', 'bestselling', 'author', 'nick', 'norah', 'infinite', 'playlist', 'lily', 'red', 'notebook', 'full', 'challenge', 'favorite', 'bookstore', 'waiting', 'right', 'guy', 'come', 'along', 'accept', 'dare']"
"['adult', 'romance']",The Change in the Mirror,['b.q.hanson'],4.07,5754,209,"['thought', 'everything', 'exactly', 'wanted', 'found', 'brian', 'weber', 'almost', 'like', 'college', 'student', 'university', 'wisconsin', '–', 'madison', '’', 'english', 'major', 'hoping', 'become', 'journalist', 'writer', 'dorm', 'roommate', 'andrew', 'engel', 'move', 'world', 'change', 'completely', 'man', 'instantly', 'hooked', 'admir']"
"['fantasy', 'fiction']",Fool's Errand,['robinhobb'],4.29,84234,661,"['alternate', 'cover', 'isbn', '9780006486015fifteen', 'year', 'passed', 'since', 'end', 'red', 'ship', 'war', 'terrifying', 'outislanders', 'fitz', 'wandered', 'world', 'accompanied', 'wolf', 'wit', 'partner', 'nighteyes', 'finally', 'settling', 'tiny', 'cottage', 'remote', 'buckkeep', 'farseers', 'possible', 'lately', 'come', 'crashing', 'witte']"
"['nonfiction', 'inspirational']",Have a Little Faith: a True Story,['mitchalbom'],4.15,80798,249,"['little', 'faith', 'mitch', 'albom', 'offer', 'beautifully', 'written', 'story', 'remarkable', 'eight', 'year', 'journey', 'two', 'world', '--', 'men', 'faith', 'community', 'inspire', 'reader', 'everywhere', 'first', 'nonfiction', 'book', 'since', 'tuesday', 'morrie', 'begin', 'unusual', 'request', 'eighty', 'old', 'rabbi', 'hometown', 'asks']"
"['classics', 'fantasy']",Le Morte d'Arthur: King Arthur and the Legends of the Round Table,"['thomasmalory', 'keithbaines', 'robertgraves', '(introduction)']",3.93,35790,512,"['le', 'morte', 'arthur', 'exciting', 'magical', 'interpretation', 'legend', 'king', 'arthurthe', 'next', 'elegant', 'edition', 'knickerbocker', 'classic', 'series', 'unabridged', 'complete', 'originally', 'published', '1485', 'william', 'caxton', 'sir', 'thomas', 'malory', 'remains', 'knight']"
"['mystery', 'fiction']",Close to Home,['robertdugoni'],4.26,37497,362,"['new', 'york', 'time', 'bestselling', 'author', 'robert', 'dugoni', '’', 'acclaimed', 'series', 'continues', 'tracy', 'crosswhite', 'thrown', 'headlong', 'path', 'killer', 'conspiracy', 'investigating', 'hit', 'run', 'death', 'young', 'boy', 'seattle', 'homicide', 'detective', 'make', 'startling', 'discovery', 'suspect', 'active', 'duty', 'serviceman', 'local', 'naval', 'base', 'key', 'piece', 'case', 'e']"
"['novels', 'fiction']",Tiger and the Robot (Chandler Gray #1),['grahameshannon'],4.32,884,250,"['life', 'cloud', 'travel', 'phone', '’', 'saga', 'artificial', 'intelligence', 'detective', 'exciting', 'action', 'swiftsure', 'yacht', 'race', 'launch', 'adventure', 'range', 'urban', 'landscape', 'vancouver', 'wild', 'island', 'alaska', 'chandler', 'gray', 'sailor', 'software', 'developer', 'created', 'say', 'gah', '),', 'app', 'emulates', 'powe']"
"['contemporary', 'novels']",The Well House III: The Redemption,['m.s.matassa'],4.39,1342,210,"['well', 'house', 'iii', 'redemption', 'ultimate', 'evil', 'roams', 'earth', 'human', 'body', 'order', 'set', 'kingdom', 'rule', 'world', 'year', '2016', 'ben', 'carson', 'fallen', 'deep', 'depression', 'son', 'taylor', 'held', 'hostage', 'unable', 'save', 'disturbing', 'dream', 'back', 'give', 'clue', 'defeat', 'th']"
"['paranormal', 'vampires']",Midnight,['l.j.smith'],3.78,25989,567,"['devil', 'know', 'help', 'charming', 'devious', 'damon', 'elena', 'rescued', 'vampire', 'love', 'stefan', 'depth', 'dark', 'dimension', 'neither', 'brother', 'returned', 'unscathed', 'weak', 'long', 'imprisonment', 'need', 'blood', 'alone', 'give', 'strange', 'magic', 'turned', 'human', 'savage', 'desperate', 'anyth']"
[],Song Bird: Matters of the Heart,['christinem.knight'],4.49,41,304,"['“', '’', 'mavis', 'anymore', '.”', 'year', 'song', 'bird', 'nikki', 'mill', 'aka', 'dreamed', 'freedom', 'lifestyle', 'came', 'platinum', 'record', 'artist', 'get', 'put', 'career', 'son', 'first', 'love', 'life', 'hold', 'international', 'singing', 'sensation', 'discovers', 'reality', 'different', 'imagined', 'determined', 'caged']"
"['romance', 'newadult']",Thief,['tarrynfisher'],4.36,35214,273,"['note', 'selflove', 'patient', 'love', 'kind', 'boast', 'brag', 'arrogance', 'never', 'rude', 'crude', 'indecent', 'self', 'absorbed', 'easily', 'upset', 'tally', 'wrong', 'trust', 'hope', 'endures', 'matter', 'become', 'obsolete', 'fight', 'thiefcaleb', 'drake', 'got', 'first', 'marrie']"
"['fiction', 'romance']",Circle of Friends,"['maevebinchy', 'renéhuigen', '(translator)', 'fransthomése', '(translator)']",4.04,60873,722,"['big', 'generous', 'hearted', 'benny', 'elfin', 'eve', 'malone', 'best', 'friend', 'growing', 'sleepy', 'knockglen', 'one', 'thought', 'get', 'dublin', 'university', 'freedom', '...', 'first', 'day', 'college', 'inseparable', 'pair', 'thrown', 'together', 'fellow', 'student', 'nan', 'mahon', 'beautiful', 'selfish', 'handsome', 'jack', 'foley', 'trouble', 'brewing']"
"['youngadult', 'sciencefiction']",Plague,['michaelgrant'],4.18,51335,494,"['eight', 'month', 'since', 'adult', 'disappeared', 'gone', 'survived', 'hunger', 'lie', 'stake', 'keep', 'rising', 'dystopian', 'horror', 'keep', 'building', 'yet', 'despite', 'simmering', 'unrest', 'left', 'behind', 'many', 'battle', 'power', 'struggle', 'angry', 'divide', 'momentary', 'calm', 'perdido', 'beach', 'enemy', 'fayz', 'fade', 'away']"
"['fiction', 'classics']",The Bridge of San Luis Rey,['thorntonwilder'],3.8,30874,160,"['beautiful', 'new', 'edition', 'feature', 'unpublished', 'note', 'novel', 'illuminating', 'documentary', 'material', 'included', 'afterword', 'tappan', 'wilder', 'friday', 'noon', 'july', 'twentieth', '1714', 'finest', 'bridge', 'peru', 'broke', 'precipitated', 'five', 'traveler', 'gulf', 'celebrated', 'sentence', 'thornton', 'begin', 'san']"
"['romance', 'paranormalromance']",Pleasure Unbound,['larissaione'],4.04,54536,389,"['place', 'ecstasy', 'cost', 'life', 'demon', 'slayer', 'hunger', 'sensual', 'pleasure', 'fear', 'always', 'denied', 'tayla', 'mancuso', 'land', 'hospital', 'run', 'demon', 'disguise', 'head', 'doctor', 'eidolon', 'make', 'body', 'burn', 'unslakable', 'desire', 'prove', 'ultimate', 'loyalty', 'peer', 'must', 'betray', 'surgeon', 'saved', 'h']"
"['fantasy', 'fiction']",The Amazing Maurice and His Educated Rodents,['terrypratchett'],3.99,46921,256,"['maurice', 'rat', 'teamed', 'young', 'lad', 'named', 'keith', 'implement', 'clever', 'moneymaking', 'scheme', 'upon', 'entering', 'town', 'make', 'general', 'nuisance', '--', 'stealing', 'food', 'widdling', 'thing', 'townsfolk', 'become', 'desperate', 'get', 'rid', 'appear', 'scene', 'offer', 'save', 'day', 'ridding', 'inf']"
"['fantasy', 'fantasy']",Norse Mythology,['neilgaiman'],4.08,260187,301,"['neil', 'gaiman', 'long', 'inspired', 'ancient', 'mythology', 'creating', 'fantastical', 'realm', 'fiction', 'present', 'bravura', 'rendition', 'norse', 'god', 'world', 'origin', 'though', 'upheaval', 'ragnarok', 'stay', 'true', 'myth', 'envisioning', 'major', 'pantheon', 'odin', 'highest', 'high', 'wise', 'daring', 'cunning', 'thor']"
"['youngadult', 'fantasy']",Bloodrose,['andreacremer'],4.06,27706,406,"['calla', 'always', 'welcomed', 'war', 'final', 'battle', 'upon', 'stake', 'fighting', 'saving', 'ren', 'even', 'incurs', 'shay', 'wrath', 'keeping', 'ansel', 'safe', 'branded', 'traitor', 'proving', 'pack', 'alpha', 'facing', 'unnamable', 'horror', 'ridding', 'world', 'keeper', 'magic']"
"['youngadult', 'sciencefiction']",These Broken Stars,"['amiekaufman', 'meaganspooner']",3.89,71504,389,"['night', 'like', 'board', 'icarus', 'catastrophe', 'strike', 'massive', 'luxury', 'spaceliner', 'yanked', 'hyperspace', 'plummet', 'nearest', 'planet', 'lilac', 'laroux', 'tarver', 'merendsen', 'survive', 'seem', 'alone', 'daughter', 'richest', 'man', 'universe', 'come', 'nothing', 'young', 'war', 'hero', 'learned', 'long', 'ago', 'girl']"
"['fiction', 'womensfiction']",What Alice Forgot,['lianemoriarty'],4.07,394497,476,"['alice', 'love', 'twenty', 'nine', 'crazy', 'husband', 'pregnant', 'first', 'child', 'imagine', '’', 'surprise', 'come', 'floor', 'gym', 'whisked', 'hospital', 'discovers', 'honeymoon', 'truly', '—', 'getting', 'divorced', 'three', 'kid', 'actually', '39', 'year', 'old', 'must', 'reconstruct', 'event', 'lost', 'decade', 'find']"
"['fantasy', 'fiction']",Moving Pictures,['terrypratchett'],3.93,76404,396,"['holy', 'wood', 'different', 'sort', 'place', 'people', 'act', 'differently', 'everywhere', 'else', 'important', 'thing', 'god', 'money', 'cattle', 'thing', 'might', 'say', 'reality', 'quality', 'posse', 'way', 'weight', 'sadly', 'alchemist', 'never', 'really', 'held', 'quaint', 'notion', 'think']"
"['fiction', 'historical']",Out Stealing Horses,"['perpetterson', 'anneborn', '(translator)']",3.77,34814,258,"['going', 'stealing', 'horse', 'said', 'standing', 'door', 'cabin', 'spending', 'summer', 'father', 'fifteen', '1948', 'one', 'first', 'day', 'july', 'trond', '’', 'friend', 'jon', 'often', 'appeared', 'doorstep', 'adventure', 'mind', 'two', 'morning', 'would', 'turn', 'different', 'began', 'joy', 'ride']"
"['novels', 'fiction']",Ramonst,['a.f.knott'],4.5,585,271,"['hidden', 'mountain', 'east', 'tennessee', 'eleven', 'year', 'old', 'go', 'business', 'boy', 'summer', '1970', 'within', 'balance', 'terror', 'innocence', 'bear', 'silent', 'witness', 'ghost', 'dead', 'cruelty', 'teenage', 'killer', 'local', 'justice', 'play', 'community', 'carved', 'legacy', 'coal', 'mining', 'religion']"
"['historical', 'historicalfiction']",Fever 1793,['lauriehalseanderson'],3.91,117052,252,"['late', 'summer', '1793', 'street', 'philadelphia', 'abuzz', 'mosquito', 'rumor', 'fever', 'near', 'dock', 'many', 'taken', 'ill', 'fatality', 'mounting', 'include', 'polly', 'serving', 'girl', 'cook', 'coffeehouse', 'fourteen', 'year', 'old', 'mattie', 'get', 'moment', 'mourn', 'passing', 'childhood', 'playmate', 'new', 'customer', 'overrun']"
"['fantasy', 'youngadult']",Entwined,['heatherdixonwallwork'],3.87,34423,472,"['azalea', 'feel', 'everything', '—', 'beautiful', 'gown', 'dashing', 'suitor', 'ball', 'filled', 'dancing', 'taken', 'away', 'trapped', 'keeper', 'understands', 'held', 'century', 'within', 'wall', 'palace', 'extends', 'invitation', 'every', 'night', 'eleven', 'sister', 'may', 'step', 'enchanted', 'passage']"
"['fantasy', 'fantasy']",Summer Knight,['jimbutcher'],4.25,140619,446,"['1st', 'printing', 'edition', 'isbn', 'see', 'harry', 'dresden', '--', 'wizardlost', 'item', 'found', 'paranormal', 'investigation', 'consulting', 'advice', 'reasonable', 'rate', 'love', 'potion', 'endless', 'purse', 'entertainmentever', 'since', 'girlfriend', 'left', 'town', 'deal', 'newly', 'acquired', 'taste', 'blood', 'chicago', 'pay', 'rent', 'al']"
"['fiction', 'classics']",The Sheltering Sky,['paulbowles'],3.9,25692,342,"['classic', 'work', 'psychological', 'terror', 'paul', 'bowles', 'examines', 'way', 'american', 'apprehend', 'alien', 'culture', '--', 'incomprehension', 'destroys', 'story', 'three', 'american', 'traveler', 'adrift', 'city', 'desert', 'north', 'africa', 'sheltering', 'sky', 'merciless', 'heartbreaking', 'compassion', 'etches', 'limit', 'huma']"
"['fiction', 'contemporary']",On Beauty,['zadiesmith'],3.73,79179,445,"['howard', 'belsey', 'rembrandt', 'scholar', 'like', 'englishman', 'abroad', 'long', 'suffering', 'professor', 'wellington', 'liberal', 'new', 'england', 'art', 'college', 'married', 'thirty', 'year', 'kiki', 'american', 'woman', 'longer', 'resembles', 'sexy', 'activist', 'three', 'child', 'passionately', 'pursue', 'path', 'levi', 'quest', 'authentic']"
"['fantasy', 'childrens']",The Enchantress Returns,"['chriscolfer', 'brandondorman', '(illustrator)']",4.47,48417,517,"['decade', 'hiding', 'evil', 'enchantress', 'cursed', 'sleeping', 'beauty', 'back', 'vengeance', 'alex', 'conner', 'bailey', 'magical', 'land', 'story', 'since', 'adventure', 'wishing', 'spell', 'ended', 'one', 'night', 'learn', 'famed', 'kidnapped', 'mother', 'grandmother', 'twin', 'must', 'find', 'way']"
"['plays', 'classics']",A Raisin in the Sun,['lorrainehansberry'],3.83,76702,162,"['never', 'entire', 'history', 'american', 'theater', 'much', 'truth', 'black', 'people', 'life', 'seen', 'stage', ',""', 'observed', 'james', 'baldwin', 'shortly', 'raisin', 'sun', 'opened', 'broadway', '1959', 'indeed', 'lorraine', 'hansberry', 'award', 'winning', 'drama', 'hope', 'aspiration', 'struggling', 'working', 'class', 'family', 'living', 'south', 'side', 'chicago']"
"['nonfiction', 'autobiography']",Is Everyone Hanging Out Without Me? (And Other Concerns),['mindykaling'],3.85,454017,222,"['length', '4', 'hr', '37', 'minsmindy', 'kaling', 'lived', 'many', 'life', 'obedient', 'child', 'immigrant', 'professional', 'timid', 'chubster', 'afraid', 'bike', 'ben', 'affleck', 'impersonating', 'broadway', 'performer', 'playwright', 'finally', 'comedy', 'writer', 'actress', 'prone', 'starting', 'fight', 'friend', 'coworkers', 'sentence', 'say', 'one', 'last', 'thing']"
"['classics', 'philosophy']",Walden & Civil Disobedience,"['henrydavidthoreau', 'w.s.merwin', '(introduction)']",3.95,35506,320,"['henry', 'david', 'thoreau', 'masterwork', 'walden', 'collection', 'reflection', 'life', 'society', 'simple', 'profound', 'musing', '—', 'well', 'civil', 'disobedience', 'protest', 'government', 'interference', 'liberty', 'inspired', 'many', 'embrace', 'philosophy', 'individualism', 'love', 'nature']"
"['plays', 'drama']",Millennium Approaches,['tonykushner'],4.21,22697,119,"['angel', 'america', 'play', 'two', 'part', 'american', 'playwright', 'tony', 'kushner', 'complex', 'often', 'metaphorical', 'time', 'symbolic', 'examination', 'aid', 'homosexuality', '1980s', 'certain', 'major', 'minor', 'character', 'supernatural', 'being', 'deceased', 'person', 'ghost', ').', 'contains', 'multiple', 'role', 'several', 'actor', 'initially']"
"['romance', 'paranormalromance']",Midnight Awakening,['laraadrian'],4.21,43412,369,"['dagger', 'hand', 'vengeance', 'mind', 'darkhaven', 'beauty', 'elise', 'chase', 'prowl', 'boston', '’', 'street', 'search', 'retribution', 'rogue', 'vampire', 'took', 'everything', 'cherished', 'using', 'extraordinary', 'psychic', 'gift', 'track', 'prey', 'well', 'aware', 'power', 'posse', 'destroying', 'must', 'learn', 'harness', 'ca']"
"['fiction', 'humor']",Fierce Invalids Home from Hot Climates,['tomrobbins'],4.03,27059,445,"['clever', 'witty', 'novel', 'anyone', 'written', 'long', 'time', 'robbins', 'take', 'reader', 'wild', 'delightful', 'ride', 'delight', 'beginning', 'end', '.""', '--', 'buffalo', 'newsswitters', 'contradiction', 'season', 'anarchist', 'work', 'government', 'pacifist', 'carry', 'gun', 'vegetarian', 'sop', 'ham', 'gravy', 'cyberwhiz', 'hate', 'computer', 'man', 'th']"
"['nonfiction', 'feminism']",Women Who Run With the Wolves: Myths and Stories of the Wild Woman Archetype,['clarissapinkolaestés'],4.06,61419,584,"['within', 'every', 'woman', 'wild', 'natural', 'creature', 'powerful', 'force', 'filled', 'good', 'instinct', 'passionate', 'creativity', 'ageless', 'knowing', 'name', 'endangered', 'specie', 'clarissa', 'pinkola', 'estes', 'ph', '.,', 'jungian', 'analyst', 'cantadora', 'storyteller', 'show', 'woman', 'vitality', 'restored', 'call', 'psychic', 'archeological', 'dig']"
"['shortstories', 'fantasy']",The Bloody Chamber and Other Stories,['angelacarter'],3.97,43771,128,"['angela', 'carter', 'storytelling', 'sorceress', 'literary', 'godmother', 'neil', 'gaiman', 'david', 'mitchell', 'audrey', 'niffenegger', 'j', 'k', 'rowling', 'kelly', 'link', 'contemporary', 'master', 'supernatural', 'fiction', 'masterpiece', 'bloody', 'chamber', '—', 'includes', 'story', 'basis', 'jordan', '’', '1984', 'movie', 'company', 'wolf', 'spin', 'subversively', 'dark', 'sensual', 'v']"
"['youngadult', 'romance']",Going Too Far,['jenniferechols'],3.92,38345,245,"['far', 'would', 'go', 'meg', 'ever', 'wanted', 'get', 'away', 'high', 'school', 'backwater', 'town', 'parent', 'seem', 'determined', 'keep', 'imprisoned', 'dead', 'end', 'life', 'one', 'crazy', 'evening', 'involving', 'dare', 'forbidden', 'railroad', 'track', 'go', 'way', '...', 'almost', 'make', 'back', 'john', 'made', 'choice', 'stay', 'enforce', 'r']"
"['romance', 'paranormalromance']",Demon from the Dark,['kresleycole'],4.41,46407,430,"['alternate', 'cover', 'isbn', 'http', '://', 'www', 'goodreads', 'com', 'book', 'show', '3', '...', 'new', 'york', 'time', 'bestselling', 'author', 'kresley', 'cole', 'come', 'scorching', 'tale', 'demon', 'outcast', 'poisoned', 'vampire', 'blood', 'vulnerable', 'young', 'witch', 'vow', 'protect', 'even', 'dangerous', 'resist', 'malkom', 'slaine', 'tormented', 'sordid', 'past', 'racked', 'vampiri']"
"['fantasy', 'dungeonsanddragons']",Homeland,['r.a.salvatore'],4.22,82127,343,"['drow', 'ranger', 'drizzt', 'urden', 'first', 'introduced', 'icewind', 'dale', 'trilogy', 'quickly', 'became', 'one', 'fantasy', 'genre', 'standout', 'character', 'homeland', 'reveals', 'startling', 'tale', 'lone', 'walked', 'shadowy', 'depth', 'underdark', 'leaving', 'behind', 'society', 'evil', 'family', 'want', 'dead', 'story', 'amazing', 'dark', 'el']"
"['romance', 'fiction']",Sundays at Tiffany's,"['jamespatterson', 'gabriellecharbonnet']",3.77,66712,309,"['little', 'girl', 'jane', 'one', 'mother', 'powerful', 'head', 'broadway', 'theater', 'company', 'time', 'friend', 'handsome', 'comforting', 'funny', 'man', 'named', 'michael', 'see', 'year', 'later', 'thirty', 'alone', 'ever', 'meet', 'smart', 'perfect', 'remembers']"
"['fantasy', 'fiction']",Shades of Grey,['jasperfforde'],4.15,33622,400,"['shade', 'grey', 'tell', 'battle', 'overwhelming', 'odds', 'society', 'ability', 'see', 'higher', 'end', 'color', 'spectrum', 'denotes', 'better', 'social', 'standing', 'eddie', 'russet', 'belongs', 'low', 'level', 'house', 'red', '—', 'sky', 'grass', 'everything', 'must', 'colorized', 'artificial', 'mean']"
"['fiction', 'drama']",Betrayal of Justice,['markm.bello'],4.31,998,348,"['topical', 'controversial', 'prophetic', 'novel', 'set', 'washington', 'c', 'dearborn', 'michigan', '.,', 'newly', 'elected', 'president', 'promise', 'inaugural', 'speech', '“', 'make', 'america', 'pure', '.”', 'young', 'muslim', 'woman', 'arya', 'khan', 'watch', 'john', '’', 'acceptance', 'horror', 'mile', 'away', 'white', 'supremacist', 'keit']"
"['fantasy', 'urbanfantasy']",Storm Born,['richellemead'],3.87,33317,361,"['typical', 'love', 'life', 'speak', 'month', 'every', 'horny', 'creature', 'otherworld', 'want', 'get', 'pant', '...', 'eugenie', 'markham', 'powerful', 'shaman', 'brisk', 'trade', 'banishing', 'spirit', 'fey', 'cross', 'mortal', 'world', 'mercenary', 'yes', 'girl', 'got', 'eat', 'recent', 'case', 'however', 'enough', 'ruin', 'appetite', 'hired', 'find']"
"['classics', 'fantasy']",Pinocchio,"['carlocollodi', 'johnboyne', '(introduction)', 'gioiafiammenghi', '(translator)']",3.85,73701,262,"['classic', 'tale', 'mischance', 'mischief', 'based', 'original', 'adventure', 'naughty', 'wooden', 'puppet', 'get', 'trouble', 'disobeys', 'father', 'forgets', 'pomises', 'skip', 'life', 'looking', 'fun', 'like', 'real', 'boy', '.""', 'learns', 'become', 'truly', 'must', 'open', 'heart', 'think', 'others']"
"['fantasy', 'youngadult']",Eona: The Last Dragoneye,['alisongoodman'],4.11,36962,637,"['eon', 'revealed', 'eona', 'first', 'female', 'dragoneye', 'hundred', 'year', 'along', 'fellow', 'rebel', 'ryko', 'lady', 'dela', 'run', 'high', 'lord', 'sethon', 'army', 'renegade', 'quest', 'black', 'folio', 'stolen', 'drug', 'riddled', 'dillon', 'must', 'also', 'find', 'kygo', 'young', 'pearl', 'emperor', 'need', 'power', 'wrest', 'back']"
"['classics', 'horror']",The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror,"['robertlouisstevenson', 'robertmighall', '(editor)']",3.95,112203,224,"['strange', 'case', 'dr', 'jekyll', 'mr', 'hyde', 'stevenson', 'famous', 'exploration', 'humanity', 'basest', 'capacity', 'evil', 'become', 'synonymous', 'idea', 'split', 'personality', 'moral', 'tale', 'dark', 'psychological', 'fantasy', 'also', 'product', 'time', 'drawing', 'contemporary', 'theory', 'class', 'evolution', 'criminality', 'secret', 'life', 'volume']"
"['fiction', 'contemporary']",Vanishing Acts,['jodipicoult'],3.7,99566,426,"['delia', 'hopkins', 'led', 'charmed', 'life', 'raised', 'rural', 'new', 'hampshire', 'widowed', 'father', 'andrew', 'young', 'daughter', 'handsome', 'fiance', 'search', 'rescue', 'bloodhound', 'us', 'find', 'missing', 'person', 'plan', 'wedding', 'plagued', 'flashback', 'recall', 'policeman', 'knock', 'door', 'revealing', 'sec']"
"['economics', 'nonfiction']",An Inquiry into the Nature and Causes of the Wealth of Nations,['adamsmith'],3.84,33807,1076,"['adam', 'smith', 'masterpiece', 'first', 'published', '1776', 'foundation', 'modern', 'economic', 'thought', 'remains', 'single', 'important', 'account', 'rise', 'principle', 'behind', 'capitalism', 'written', 'clear', 'incisive', 'prose', 'wealth', 'nation', 'articulates', 'concept', 'indispensable', 'understanding', 'contemporary', 'society', 'robert', 'reich', 'introduct']"
"['fiction', 'youngadult']",The Slippery Slope,"['lemonysnicket', 'bretthelquist', '(illustrator)']",4.03,112901,337,"['dear', 'reader', 'like', 'handshake', 'house', 'pet', 'raw', 'carrot', 'many', 'thing', 'preferable', 'slippery', 'unfortunately', 'miserable', 'volume', 'afraid', 'violet', 'klaus', 'sunny', 'baudelaire', 'run', 'fair', 'share', 'slipperiness', 'harrowing', 'journey', '--', 'range', 'strange', 'distressing', 'mountain', 'order', 'spare', 'furthe']"
